ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED
14831,11292,46,46
11292,10721,46,46
11292,13930,46,47
11433,11292,46,46
13485,11292,46,46
15016,11292,46,46
11711,11292,46,46
12953,11292,47,46
13486,11292,47,46
14489,11292,47,47
11292,11618,47,47
11292,13485,47,46
11292,14100,47,47
11618,11292,47,47
13204,11292,47,47
11292,12892,47,47
12892,11292,47,47
11292,12339,47,47
11292,11711,47,45
11292,12478,48,48
11433,11292,48,47
12478,11292,48,48
11292,15370,48,48
11042,11292,48,48
11292,11618,48,48
14122,11292,48,48
11292,11433,49,48
11292,12953,49,47
11292,10423,49,49
11292,12441,49,49
12441,11292,49,49
10561,11292,49,49
11292,13486,49,47
11292,14489,49,49
13204,11292,49,49
14057,11292,49,49
11618,11292,49,48
12266,11109,49,49
11292,14120,50,50
11292,11413,50,50
11413,11292,50,50
13930,10372,50,50
10299,11292,50,50
13796,11292,50,50
14120,11292,51,51
10372,13930,51,51
14869,11292,51,50
14893,11292,51,51
12264,11292,51,51
11292,14877,51,47
14877,11292,51,46
11292,12255,52,51
11292,12519,52,52
11292,12888,52,52
11292,14783,52,52
12255,11292,52,51
11292,12889,52,52
14679,11292,52,52
10693,11292,52,52
15370,11292,52,52
11292,11315,52,52
11315,11292,52,52
10221,11292,52,49
10925,11292,52,51
10950,11292,52,52
11292,10221,52,51
11292,10925,52,49
11292,13200,52,52
11292,15582,52,52
13200,11292,52,52
15582,11292,52,51
11292,11267,53,51
12888,11292,53,53
12992,11292,53,52
11292,10299,53,53
11292,11109,53,53
10279,11292,53,53
11292,10279,53,52
11109,12892,54,54
11292,14893,54,54
11292,14057,54,54
12266,11292,54,54
10397,11292,54,54
11292,11884,54,54
11292,13495,54,52
11292,14107,54,54
14107,11292,54,54
11292,10950,54,53
11292,10397,55,55
11292,13502,55,55
13502,11292,55,55
11292,13433,55,55
13433,11292,55,54
11292,14570,55,54
12892,11292,55,55
14570,11292,55,54
14492,11292,55,54
10397,11292,56,56
11292,10561,56,56
11292,11865,56,56
11292,12992,56,56
11292,14543,56,56
11865,11292,56,56
13930,11109,56,55
14543,11292,56,56
14869,11109,56,56
10849,11292,56,56
11292,10849,56,56
11292,12892,56,56
12889,11292,56,57
11292,13891,56,58
11292,14492,56,56
11292,15304,56,55
13495,11292,56,55
11292,14908,56,56
14908,11292,56,56
11292,12896,56,56
12896,11292,56,55
13486,11292,56,56
11092,11292,56,56
11292,11092,56,56
11109,14869,57,57
11292,12266,57,57
11292,10721,57,57
11292,15376,57,56
13487,11292,57,57
11292,13930,57,57
11122,11292,57,57
11292,13486,57,57
10721,11292,58,57
11292,10721,58,57
11292,14869,58,57
14869,11292,58,57
13198,11292,58,58
11292,11109,58,57
11292,14869,58,58
12892,10372,58,58
14869,11292,58,58
11292,14057,58,58
12889,11292,58,58
11292,15016,58,58
11292,15370,58,58
11292,13487,58,58
11292,11122,58,59
11292,13303,59,59
14100,11292,59,56
14252,11292,59,58
14794,11292,59,59
10620,11292,59,59
11292,10620,59,59
13930,11292,59,60
11193,11292,59,59
11292,12266,59,59
11292,13204,59,59
12266,11292,59,59
12892,11292,59,59
11292,12889,59,59
13930,11292,59,59
11292,12389,59,59
12389,11292,59,59
11292,14107,60,60
13303,11292,60,60
14107,11292,60,60
10372,12892,60,59
11292,11540,60,59
11292,14252,60,60
11292,14794,60,60
11413,14107,60,59
11540,11292,60,59
11921,14107,60,60
14107,11413,60,59
14107,11921,60,60
10721,11292,60,59
11292,12889,60,61
11292,11193,60,60
11292,12889,60,60
11292,12892,60,60
11292,14771,60,60
12889,11292,60,60
13204,11292,60,60
14771,11292,60,60
11292,14674,60,60
14674,11292,60,60
11292,14100,61,61
11066,11292,61,61
11292,13796,61,61
11292,14747,61,61
15016,11292,62,62
10721,11292,62,62
11292,11122,62,61
11292,15376,62,62
11122,11292,63,62
15304,11292,63,63
11921,11292,64,63
12953,11292,65,65
11292,11921,65,64
11292,11618,65,65
11292,12003,65,65
12003,11292,65,65
11292,12264,65,65
14057,11292,66,66
12266,11292,66,66
14107,11292,66,66
11292,11638,67,67
11292,11921,68,68
11921,11292,69,69
11292,14771,69,69
11292,13487,70,70
14771,11292,70,70
11292,11618,71,69
11292,14107,71,70
11292,13342,71,71
11292,10721,72,72
11292,14457,72,72
10627,11292,73,72
12191,11292,73,74
14679,11292,73,73
11292,10627,74,74
11292,13796,74,74
13851,11292,74,74
14869,11292,75,74
11292,12264,75,74
14457,11292,75,75
11292,13851,75,77
11292,14057,76,77
14683,11292,76,76
11292,14747,76,76
11637,11292,77,77
11292,12953,77,77
10272,11292,78,78
11292,14288,78,77
14288,11292,78,76
11292,10272,78,78
14057,11292,79,80
13342,11292,79,79
10140,11292,79,79
14747,11292,79,79
11292,12266,79,79
14908,11292,79,79
11292,14747,79,79
11292,14908,80,79
11292,12892,80,80
11278,11292,80,80
12953,11292,81,81
14771,11292,81,81
13930,11292,81,75
11292,11637,81,81
11292,14771,81,81
11292,11278,81,81
11292,12191,82,79
11292,13930,82,76
11292,14683,82,82
11292,12953,82,82
12892,11292,82,82
12264,11292,83,83
11292,10140,83,83
11292,10800,83,83
11292,12339,83,82
10800,11292,83,82
12953,11292,84,79
11292,13871,84,85
13871,11292,84,84
11292,12191,84,82
11292,10821,84,85
10397,11292,85,85
14869,11292,85,85
11292,11618,86,84
11921,14869,86,86
11292,15016,86,85
14869,11921,86,86
13204,11292,86,86
11292,14771,86,84
14771,11292,86,84
11292,13204,86,86
10693,11292,87,86
12280,11292,89,89
14831,11292,89,88
11292,12892,89,88
11292,12280,89,89
11292,10821,89,88
11298,11921,90,88
11413,11298,90,86
11921,11298,90,88
12892,11292,90,88
11298,11413,90,86
13796,11292,91,91
11109,11292,92,90
14747,11292,93,93
11292,13930,93,92
13930,11292,93,92
14747,11292,95,95
12191,11292,96,96
11292,10693,97,98
11292,14771,97,97
11292,10397,100,99
14747,11292,100,100
11618,11292,101,101
11292,14747,101,101
11638,11292,101,100
11292,14771,102,102
15016,11292,103,101
12339,11292,103,102
11292,14747,104,104
14679,11292,105,105
11292,10423,106,106
11292,14831,108,108
11292,14869,108,108
10423,11292,109,109
11413,11292,112,112
11292,11413,113,113
11292,14893,113,113
13232,11292,115,114
14771,11292,116,116
14893,11292,120,120
11109,11298,121,117
11298,11109,121,118
11292,13232,123,121
14771,11292,125,124
10821,11292,129,128
11109,11292,129,127
12266,11292,130,129
11292,13487,130,130
11292,14679,132,131
13487,11292,132,132
11292,11109,137,135
12264,11292,137,137
12892,11292,138,138
11292,12892,138,138
11292,14908,142,141
14908,11292,142,142
10397,11292,144,142
11292,14869,145,145
11292,13232,145,143
11292,10397,146,145
11292,12264,147,146
11292,13487,151,149
13487,11292,151,152
13232,11292,152,150
11292,11259,153,151
14869,11292,158,158
11259,11292,163,159
11292,12266,165,164
12892,11292,170,170
11292,12892,173,173
10372,11292,176,171
11292,10372,178,174
13198,11292,180,180
11057,11292,180,180
11292,11057,180,178
11292,13198,190,189
11292,14107,211,210
14107,11292,213,213
12889,11292,217,216
13930,11292,218,216
11292,11298,231,227
11292,13930,231,227
11292,12889,257,255
11298,11292,260,256
