"code","long","lat"
"58239",-98.73,48.94
"58240",-97.36,47.64
"58241",-97.68,48.69
"58243",-97.67,48.51
"58244",-97.69,48.10
"58249",-98.38,48.82
"58250",-97.99,48.28
"58251",-97.71,47.90
"58254",-98.13,47.80
"58255",-98.40,48.94
"58256",-97.22,48.09
"58257",-97.28,47.49
"58258",-97.34,48.00
"58259",-98.11,48.05
"58260",-97.99,48.63
"58261",-97.27,48.24
"58262",-97.86,48.68
"58265",-97.58,48.95
"58266",-97.86,47.94
"58267",-97.60,47.74
"58269",-98.25,48.63
"58270",-97.77,48.40
"58271",-97.28,48.87
"58272",-97.97,48.01
"58273",-97.71,48.29
"58274",-97.41,47.49
"58275",-97.15,47.70
"58276",-97.44,48.63
"58277",-97.92,47.62
"58278",-97.09,47.77
"58281",-98.54,48.93
"58282",-97.92,48.91
"58301",-98.85,48.17
"58310",-99.37,48.62
"58311",-98.58,48.64
"58313",-100.03,48.16
"58316",-99.78,48.80
"58317",-99.37,48.60
"58318",-100.43,48.84
"58319",-99.35,47.72
"58321",-98.30,48.21
"58323",-98.92,48.85
"58324",-99.23,48.45
"58325",-99.12,48.29
"58327",-98.56,48.10
"58329",-100.05,48.85
"58330",-98.46,48.44
"58331",-99.10,48.62
"58332",-99.73,48.08
"58335",-98.99,47.97
"58338",-98.63,48.53
"58339",-99.39,48.94
"58341",-99.83,47.77
"58343",-99.70,48.33
"58344",-98.32,48.01
"58345",-98.38,48.29
"58346",-99.40,48.27
"58348",-99.54,47.93
"58351",-99.33,48.10
"58352",-98.87,48.66
"58353",-99.62,48.63
"58355",-98.37,48.57
"58356",-98.94,47.68
"58357",-99.17,47.95
"58359",-100.16,48.09
"58361",-98.34,47.74
"58362",-99.05,48.22
"58363",-99.43,48.76
"58365",-99.19,48.83
"58366",-99.91,48.62
"58367",-99.55,48.87
"58368",-100.00,48.24
"58369",-99.78,48.94
"58370",-98.88,47.94
"58372",-99.00,48.94
"58374",-99.07,47.81
"58377",-98.87,48.45
"58379",-98.81,47.92
"58380",-98.50,47.81
"58381",-98.70,47.86
"58382",-98.83,48.32
"58384",-100.24,48.60
"58385",-99.66,48.47
"58386",-99.58,48.33
"58401",-98.75,46.88
"58402",-98.71,46.90
"58405",-98.69,46.91
"58413",-99.36,46.03
"58415",-98.47,46.37
"58416",-98.36,47.57
"58418",-99.69,47.41
"58420",-98.86,47.06
"58421",-99.05,47.43
"58422",-99.39,47.59
"58423",-99.84,47.48
"58424",-99.09,46.89
"58425",-98.21,47.42
"58426",-98.57,47.20
"58428",-99.76,46.80
"58429",-98.16,47.18
"58430",-100.26,47.57
"58431",-98.48,46.51
"58433",-98.72,46.31
"58436",-98.52,46.06
"58438",-99.64,47.62
"58439",-98.84,46.03
"58440",-99.14,46.29
"58441",-98.37,46.18
"58442",-99.21,46.55
"58443",-98.65,47.45
"58444",-100.11,47.46
"58445",-98.81,47.54
"58448",-98.11,47.29
"58451",-99.96,47.46
"58452",-98.23,47.54
"58454",-98.93,46.59
"58455",-98.73,47.28
"58456",-98.94,46.30
"58458",-98.28,46.37
"58460",-99.35,46.28
"58461",-98.18,46.64
"58463",-100.46,47.47
"58464",-98.59,47.60
"58466",-98.36,46.62
"58467",-99.31,46.87
"58472",-98.66,46.64
"58474",-98.13,46.10
"58475",-99.54,47.13
"58476",-99.02,47.18
"58477",-100.51,47.20
"58478",-99.70,47.16
"58479",-98.18,47.09
"58480",-98.26,46.94
"58481",-98.43,46.93
"58482",-99.95,46.83
"58483",-99.37,46.65
"58484",-98.44,47.37
"58486",-99.39,47.40
"58487",-99.57,46.80
"58488",-99.99,47.18
"58490",-98.06,46.37
"58492",-98.43,47.11
"58494",-100.27,47.15
"58495",-99.63,46.25
"58496",-99.33,47.15
"58497",-98.54,46.76
"58501",-100.70,46.81
"58502",-100.75,46.79
"58503",-100.74,46.90
"58504",-100.65,46.72
"58505",-100.78,46.81
"58506",-100.75,46.79
"58507",-100.75,46.79
"58520",-101.56,46.69
"58521",-100.69,47.02
"58523",-101.94,47.23
"58524",-100.20,46.58
"58528",-100.63,46.37
"58529",-101.52,46.31
"58530",-101.28,47.10
"58531",-101.24,47.53
"58532",-100.14,46.85
"58533",-101.78,46.40
"58535",-101.24,46.48
"58538",-100.72,46.05
"58540",-101.55,47.64
"58541",-102.05,47.36
"58542",-99.94,46.07
"58544",-100.36,46.49
"58545",-101.60,47.35
"58549",-99.92,46.47
"58552",-100.26,46.29
"58554",-100.95,46.72
"58558",-100.52,46.84
"58559",-100.71,47.51
"58560",-100.31,46.67
"58561",-99.68,46.49
"58562",-101.92,46.31
"58563",-101.42,46.84
"58564",-101.36,46.31
"58565",-101.34,47.51
"58566",-100.95,46.59
"58568",-101.27,46.04
"58569",-101.20,46.26
"58570",-100.85,46.33
"58571",-101.41,47.29
"58572",-100.33,46.85
"58573",-100.25,46.06
"58575",-100.88,47.58
"58576",-101.19,47.44
"58577",-100.96,47.37
"58579",-100.77,47.18
"58580",-101.94,47.35
"58581",-99.80,46.03
"58601",-102.81,46.86
"58602",-102.78,46.87
"58620",-103.31,46.46
"58621",-103.87,47.10
"58622",-103.15,46.87
"58623",-103.43,46.11
"58625",-102.20,47.27
"58626",-102.56,47.35
"58627",-103.38,47.13
"58630",-102.57,46.93
"58631",-101.82,46.81
"58632",-103.94,46.65
"58634",-103.34,47.44
"58636",-102.33,47.34
"58638",-102.02,46.88
"58639",-102.44,46.07
"58640",-102.76,47.51
"58641",-102.47,46.66
"58642",-102.86,47.15
"58643",-103.86,46.41
"58644",-102.33,47.12
"58645",-103.44,46.76
"58646",-102.29,46.40
"58647",-102.79,46.49
"58649",-102.90,46.13
"58650",-102.61,46.39
"58651",-103.83,46.11
"58652",-102.25,46.87
"58653",-103.12,46.11
"58654",-103.76,46.80
"58655",-103.03,46.78
"58656",-102.45,46.94
"58701",-101.31,48.10
"58702",-101.29,48.23
"58703",-101.29,48.31
"58704",-101.31,48.42
"58705",-101.33,48.41
"58707",-101.30,48.24
"58710",-100.24,47.86
"58711",-101.31,48.93
"58712",-100.52,47.99
"58713",-100.87,48.50
"58716",-101.03,47.77
"58718",-101.78,48.30
"58721",-102.22,48.83
"58722",-101.48,48.23
"58723",-100.64,47.76
"58725",-101.71,48.46
"58727",-102.80,48.84
"58730",-103.22,48.82
"58731",-100.99,48.44
"58733",-101.60,48.16
"58734",-101.93,48.50
"58735",-101.48,47.85
"58736",-100.38,47.86
"58737",-102.36,48.90
"58740",-101.29,48.47
"58741",-100.77,48.25
"58744",-100.48,48.14
"58746",-102.10,48.68
"58747",-100.51,47.80
"58748",-100.61,48.68
"58750",-101.40,48.61
"58752",-102.57,48.81
"58755",-102.94,48.57
"58756",-101.79,47.99
"58757",-102.71,47.84
"58758",-100.11,47.73
"58759",-101.24,47.81
"58760",-101.18,48.71
"58761",-101.59,48.77
"58762",-100.92,48.70
"58763",-102.47,47.96
"58765",-103.02,48.88
"58768",-101.00,48.23
"58769",-102.23,48.27
"58770",-102.13,47.95
"58771",-101.98,48.11
"58772",-102.56,48.95
"58773",-102.63,48.63
"58775",-102.02,47.71
"58776",-102.57,48.31
"58778",-100.84,47.76
"58779",-101.78,47.86
"58781",-101.09,47.98
"58782",-101.76,48.95
"58783",-100.74,48.90
"58784",-102.72,48.33
"58785",-101.09,48.29
"58787",-101.84,48.81
"58788",-100.41,48.39
"58789",-100.78,48.57
"58790",-100.93,48.05
"58792",-100.74,47.92
"58793",-101.06,48.87
"58794",-102.80,48.36
"58795",-103.14,48.62
"58801",-103.73,48.23
"58802",-103.61,48.14
"58830",-103.43,48.55
"58831",-103.64,47.86
"58833",-103.55,48.78
"58835",-103.47,47.80
"58838",-103.83,47.59
"58843",-103.35,48.25
"58844",-103.74,48.89
"58845",-103.92,48.66
"58847",-102.86,47.95
"58849",-103.19,48.33
"58852",-102.95,48.35
"58853",-103.82,48.08
"58854",-103.20,47.82
"58856",-103.69,48.54
"59001",-109.59,45.52
"59002",-108.67,45.91
"59003",-106.26,45.54
"59004",-106.27,45.59
"59006",-108.09,45.90
"59007",-109.09,45.16
"59008",-109.12,45.06
"59010",-107.18,46.04
"59011",-110.05,45.99
"59012",-106.49,45.30
"59013",-109.06,45.45
"59014",-108.69,45.18
"59015",-108.85,46.06
"59016",-106.87,45.51
"59018",-110.60,45.88
"59019",-109.27,45.54
"59020",-109.89,45.02
"59022",-107.47,45.64
"59024",-107.73,46.25
"59025",-106.69,45.13
"59026",-108.85,45.46
"59027",-110.93,45.27
"59028",-109.78,45.30
"59029",-108.95,45.39
"59030",-110.32,45.11
"59031",-107.26,45.47
"59032",-108.84,47.00
"59033",-109.75,45.70
"59034",-107.50,45.84
"59035",-107.91,45.30
"59036",-109.83,46.43
"59037",-108.22,45.85
"59038",-107.39,46.37
"59039",-107.52,46.66
"59041",-109.02,45.49
"59043",-106.52,45.54
"59044",-108.75,45.58
"59046",-109.02,46.41
"59047",-110.41,45.44
"59050",-107.80,45.29
"59052",-110.03,45.49
"59053",-110.41,46.61
"59054",-107.86,46.59
"59055",-109.68,46.04
"59057",-109.03,45.84
"59058",-107.78,46.92
"59059",-108.02,46.51
"59061",-109.84,45.44
"59062",-105.98,45.39
"59063",-109.00,45.66
"59064",-107.90,45.92
"59065",-110.66,45.27
"59066",-108.53,45.42
"59067",-109.30,45.98
"59068",-109.47,45.14
"59069",-109.55,45.82
"59070",-109.22,45.37
"59071",-109.42,45.37
"59072",-108.57,46.51
"59073",-108.54,46.45
"59074",-109.35,46.30
"59075",-107.88,45.47
"59076",-107.09,46.28
"59077",-107.27,47.01
"59078",-109.59,46.37
"59079",-108.38,46.07
"59081",-109.99,45.00
"59082",-110.22,45.73
"59083",-107.55,46.61
"59084",-108.60,47.03
"59085",-110.03,46.46
"59086",-110.55,46.02
"59087",-108.25,47.11
"59088",-108.03,46.13
"59089",-107.67,45.08
"59101",-108.35,45.62
"59102",-108.58,45.77
"59103",-108.49,45.77
"59104",-108.57,45.75
"59105",-108.50,45.87
"59106",-108.68,45.78
"59107",-108.49,45.77
"59108",-108.57,45.75
"59114",-108.49,45.77
"59115",-108.50,45.78
"59116",-108.57,45.76
"59117",-108.50,45.78
"59201",-105.58,48.31
"59211",-104.40,48.67
"59212",-104.17,48.18
"59213",-104.87,48.33
"59214",-105.87,47.23
"59215",-105.78,47.46
"59217",-104.26,47.57
"59218",-104.48,48.15
"59219",-104.15,48.55
"59221",-104.60,47.97
"59222",-105.14,48.70
"59223",-106.99,47.97
"59225",-105.94,48.26
"59226",-104.41,48.30
"59230",-106.61,48.37
"59231",-106.56,48.43
"59240",-106.24,48.84
"59241",-106.94,48.60
"59242",-104.56,48.43
"59243",-104.74,47.75
"59244",-106.22,48.54
"59247",-104.38,48.47
"59248",-106.23,48.27
"59250",-106.40,48.91
"59252",-104.75,48.90
"59253",-105.80,48.77
"59254",-104.55,48.80
"59255",-105.21,48.31
"59256",-104.64,48.95
"59257",-104.92,48.80
"59258",-104.66,48.57
"59259",-105.06,47.61
"59260",-106.26,48.71
"59261",-107.45,48.63
"59262",-104.41,47.52
"59263",-105.39,48.73
"59270",-104.19,47.72
"59273",-106.90,48.35
"59274",-105.82,47.82
"59275",-104.20,48.85
"59276",-105.33,48.93
"59301",-105.77,46.37
"59311",-104.23,45.19
"59312",-106.29,46.72
"59313",-104.23,46.30
"59314",-105.31,45.28
"59315",-105.04,47.42
"59316",-104.87,45.50
"59317",-105.50,45.54
"59318",-107.62,47.31
"59319",-104.06,45.43
"59322",-106.51,47.08
"59323",-106.62,45.88
"59324",-104.50,45.88
"59326",-105.14,46.67
"59327",-106.90,46.59
"59330",-104.88,47.15
"59332",-104.62,45.34
"59333",-106.19,46.27
"59336",-105.11,46.35
"59337",-106.82,47.51
"59338",-105.87,46.66
"59339",-105.21,47.21
"59341",-104.79,46.74
"59343",-105.65,45.54
"59344",-104.59,46.41
"59345",-105.24,45.74
"59347",-106.51,45.93
"59349",-105.62,46.97
"59351",-105.62,46.03
"59353",-104.24,46.96
"59354",-104.46,46.13
"59401",-111.27,47.51
"59402",-111.17,47.50
"59403",-111.30,47.50
"59404",-111.36,47.53
"59405",-111.26,47.30
"59406",-111.24,47.49
"59410",-112.60,47.45
"59411",-113.33,48.89
"59412",-110.89,47.32
"59414",-111.27,47.53
"59416",-111.66,48.02
"59417",-112.92,48.54
"59418",-109.70,46.79
"59419",-112.28,47.98
"59420",-111.14,47.88
"59421",-111.61,47.13
"59422",-112.48,47.86
"59424",-110.05,47.35
"59425",-111.84,48.15
"59427",-112.53,48.77
"59430",-109.77,47.42
"59432",-112.50,48.19
"59433",-111.68,47.88
"59434",-113.59,48.71
"59435",-112.12,48.55
"59436",-112.10,47.61
"59440",-111.13,47.69
"59441",-109.07,46.88
"59442",-110.90,48.02
"59443",-111.83,47.55
"59444",-111.34,48.50
"59445",-109.75,46.74
"59446",-110.14,47.64
"59447",-110.43,47.29
"59448",-112.98,48.24
"59450",-110.75,47.57
"59451",-109.41,47.30
"59452",-110.20,46.87
"59453",-109.59,46.60
"59454",-112.02,48.74
"59456",-111.74,48.29
"59457",-109.37,46.93
"59460",-110.49,47.97
"59461",-111.23,48.46
"59462",-109.88,47.10
"59463",-110.90,47.05
"59464",-109.62,46.98
"59465",-110.71,46.97
"59466",-111.75,48.75
"59467",-112.29,48.07
"59468",-111.60,47.69
"59469",-110.68,47.24
"59471",-108.73,47.40
"59472",-111.16,47.40
"59474",-111.70,48.49
"59477",-111.92,47.49
"59479",-110.15,47.14
"59480",-111.15,47.18
"59482",-111.62,48.86
"59483",-111.67,47.44
"59484",-111.96,48.97
"59485",-111.50,47.43
"59486",-112.31,48.27
"59487",-111.63,47.58
"59489",-109.21,47.63
"59501",-109.79,48.71
"59520",-110.02,48.05
"59521",-109.83,48.32
"59522",-111.07,48.40
"59523",-109.21,48.64
"59524",-108.37,48.16
"59525",-110.26,48.59
"59526",-108.63,48.62
"59527",-108.66,48.20
"59528",-110.42,48.59
"59529",-108.71,48.88
"59530",-110.68,48.62
"59531",-110.82,48.69
"59532",-110.07,48.56
"59535",-109.21,48.03
"59537",-107.90,48.82
"59538",-107.89,48.31
"59540",-110.55,48.65
"59542",-108.36,48.87
"59544",-107.38,48.86
"59545",-111.09,48.84
"59546",-108.07,47.79
"59547",-109.03,48.58
"59601",-112.16,46.53
"59602",-112.05,46.67
"59604",-112.01,46.60
"59620",-112.02,46.58
"59623",-112.04,46.58
"59624",-112.01,46.60
"59625",-112.03,46.60
"59626",-112.01,46.60
"59631",-112.26,46.27
"59632",-112.08,46.20
"59633",-112.31,46.85
"59634",-112.11,46.40
"59635",-111.80,46.59
"59636",-112.09,46.62
"59638",-112.05,46.38
"59639",-112.72,47.11
"59640",-112.30,46.75
"59641",-111.67,46.11
"59642",-110.94,46.29
"59643",-111.29,46.19
"59644",-111.38,46.45
"59645",-110.91,46.62
"59647",-111.68,46.39
"59648",-111.96,46.97
"59701",-112.52,45.98
"59702",-112.52,45.98
"59703",-112.53,46.02
"59707",-112.53,46.01
"59710",-112.10,45.32
"59711",-113.01,46.14
"59713",-112.59,46.59
"59714",-111.06,45.99
"59715",-110.91,45.69
"59716",-111.25,45.26
"59717",-111.04,45.66
"59718",-111.17,45.65
"59719",-111.18,45.70
"59720",-111.61,44.99
"59721",-111.86,45.84
"59722",-112.77,46.35
"59724",-113.19,44.87
"59725",-112.83,45.12
"59727",-112.72,45.80
"59728",-112.49,46.57
"59729",-111.65,45.34
"59730",-111.25,45.37
"59731",-112.59,46.58
"59732",-112.69,45.48
"59733",-112.95,46.57
"59735",-111.77,45.70
"59736",-113.45,45.39
"59739",-112.28,44.64
"59740",-111.73,45.44
"59741",-111.36,45.75
"59743",-112.68,45.62
"59745",-111.78,45.53
"59746",-113.11,45.36
"59747",-111.92,45.65
"59748",-112.69,46.09
"59749",-112.14,45.41
"59750",-112.76,45.97
"59751",-112.30,45.68
"59752",-111.48,45.93
"59754",-112.45,45.50
"59755",-112.10,45.08
"59756",-112.66,46.20
"59758",-111.22,44.83
"59759",-112.19,45.95
"59760",-111.64,45.82
"59761",-113.54,45.70
"59762",-113.12,45.81
"59771",-111.03,45.67
"59772",-111.04,45.68
"59773",-111.08,45.67
"59801",-114.01,46.85
"59802",-113.87,46.98
"59803",-113.94,46.74
"59804",-114.20,46.86
"59806",-114.01,46.85
"59807",-113.99,46.87
"59808",-114.11,46.99
"59812",-113.98,46.86
"59820",-114.57,46.89
"59821",-114.05,47.19
"59823",-113.55,46.94
"59824",-114.20,47.42
"59825",-113.70,46.69
"59826",-113.70,47.46
"59827",-114.10,45.80
"59828",-113.96,46.33
"59829",-114.27,45.88
"59830",-115.34,47.37
"59831",-114.32,47.27
"59832",-113.46,46.60
"59833",-114.18,46.61
"59834",-114.25,47.06
"59835",-114.15,46.24
"59837",-113.18,46.52
"59840",-114.11,46.17
"59841",-114.15,46.24
"59842",-115.39,47.38
"59843",-113.00,46.84
"59844",-115.93,48.05
"59845",-114.60,47.66
"59846",-114.50,47.15
"59847",-114.39,46.75
"59848",-114.64,47.71
"59851",-113.88,46.87
"59853",-115.73,48.09
"59854",-113.18,47.25
"59855",-114.11,47.59
"59856",-114.80,47.38
"59858",-113.44,46.25
"59859",-114.89,47.58
"59860",-114.26,47.70
"59863",-114.18,47.27
"59864",-114.11,47.53
"59865",-114.00,47.33
"59866",-115.29,47.35
"59867",-115.60,47.41
"59868",-113.63,47.21
"59870",-113.98,46.52
"59871",-113.79,45.89
"59872",-114.87,47.09
"59873",-115.44,47.59
"59874",-115.59,47.83
"59875",-114.25,46.41
"59901",-113.73,48.08
"59902",-114.33,48.20
"59903",-114.33,48.20
"59904",-114.33,48.20
"59910",-114.30,47.78
"59911",-113.85,47.85
"59912",-114.16,48.38
"59913",-114.04,48.41
"59914",-114.27,47.87
"59915",-114.38,47.83
"59916",-113.90,48.64
"59917",-114.91,48.77
"59918",-114.90,48.76
"59919",-114.06,48.38
"59920",-114.55,48.00
"59921",-113.86,48.63
"59922",-114.28,47.99
"59923",-115.34,48.33
"59925",-114.83,48.04
"59926",-114.04,48.40
"59927",-114.57,48.55
"59928",-114.44,48.75
"59929",-114.41,47.91
"59930",-115.26,48.81
"59931",-114.25,47.92
"59932",-114.24,48.07
"59933",-114.77,48.67
"59934",-114.86,48.70
"59935",-115.81,48.66
"59936",-113.98,48.49
"59937",-114.58,48.50
"60001",-88.61,42.42
"60002",-88.08,42.46
"60004",-87.97,42.11
"60005",-87.98,42.05
"60006",-87.99,42.08
"60007",-87.99,42.00
"60008",-88.02,42.07
"60009",-87.97,42.01
"60010",-88.16,42.15
"60011",-88.12,42.13
"60012",-88.31,42.27
"60013",-88.23,42.22
"60014",-88.32,42.23
"60015",-87.87,42.17
"60016",-87.89,42.04
"60017",-87.90,42.02
"60018",-87.89,42.00
"60019",-87.89,42.02
"60020",-88.17,42.40
"60021",-88.21,42.19
"60022",-87.76,42.13
"60025",-87.82,42.07
"60026",-87.81,42.09
"60029",-87.78,42.05
"60030",-88.04,42.33
"60031",-87.94,42.37
"60033",-88.60,42.42
"60034",-88.42,42.45
"60035",-87.81,42.18
"60037",-87.80,42.20
"60038",-88.01,42.09
"60039",-88.30,42.23
"60040",-87.81,42.20
"60041",-88.15,42.36
"60042",-88.20,42.27
"60043",-87.71,42.08
"60044",-87.86,42.28
"60045",-87.87,42.23
"60046",-88.06,42.41
"60047",-88.04,42.20
"60048",-87.94,42.29
"60049",-88.04,42.19
"60050",-88.28,42.34
"60051",-88.21,42.33
"60053",-87.78,42.04
"60055",-88.07,42.12
"60056",-87.93,42.06
"60060",-88.03,42.26
"60061",-87.96,42.23
"60062",-87.84,42.12
"60064",-87.86,42.32
"60065",-87.84,42.13
"60067",-88.06,42.10
"60068",-87.84,42.01
"60069",-87.92,42.19
"60070",-87.92,42.10
"60071",-88.30,42.46
"60072",-88.30,42.41
"60073",-88.10,42.35
"60074",-88.02,42.13
"60075",-87.91,42.49
"60076",-87.73,42.03
"60077",-87.75,42.03
"60078",-88.05,42.11
"60079",-87.83,42.36
"60081",-88.22,42.44
"60082",-87.79,42.11
"60083",-87.95,42.43
"60084",-88.13,42.26
"60085",-87.86,42.35
"60086",-87.85,42.30
"60087",-87.85,42.40
"60088",-87.85,42.30
"60089",-87.96,42.16
"60090",-87.92,42.13
"60091",-87.72,42.07
"60092",-87.94,42.25
"60093",-87.75,42.10
"60094",-88.05,42.11
"60095",-88.01,42.09
"60096",-87.82,42.48
"60097",-88.36,42.39
"60098",-88.45,42.32
"60099",-87.86,42.45
"60101",-88.01,41.93
"60102",-88.30,42.16
"60103",-88.20,41.97
"60104",-87.87,41.88
"60106",-87.94,41.96
"60107",-88.17,42.02
"60108",-88.08,41.94
"60109",-88.54,42.05
"60110",-88.28,42.12
"60111",-88.84,42.02
"60112",-88.69,41.92
"60113",-88.96,41.93
"60115",-88.74,41.89
"60116",-88.10,41.91
"60117",-88.11,41.94
"60118",-88.30,42.10
"60119",-88.47,41.86
"60120",-88.24,42.02
"60121",-88.28,42.03
"60123",-88.37,42.03
"60125",-88.02,41.85
"60126",-87.94,41.89
"60128",-88.10,41.91
"60129",-88.94,42.02
"60130",-87.81,41.87
"60131",-87.88,41.93
"60132",-88.10,41.91
"60133",-88.14,41.97
"60134",-88.33,41.88
"60135",-88.67,42.10
"60136",-88.38,42.10
"60137",-88.06,41.86
"60138",-88.05,41.86
"60139",-88.07,41.92
"60140",-88.51,42.07
"60141",-87.82,41.85
"60142",-88.44,42.17
"60143",-88.01,41.97
"60144",-88.52,41.83
"60145",-88.78,42.10
"60146",-88.88,42.10
"60147",-88.39,41.88
"60148",-88.01,41.87
"60150",-88.88,41.90
"60151",-88.56,41.91
"60152",-88.62,42.23
"60153",-87.84,41.87
"60154",-87.88,41.85
"60155",-87.85,41.85
"60156",-88.38,42.19
"60157",-88.05,41.97
"60159",-88.09,42.02
"60160",-87.86,41.90
"60161",-87.86,41.90
"60162",-87.90,41.86
"60163",-87.91,41.88
"60164",-87.90,41.91
"60165",-87.88,41.90
"60168",-88.09,42.02
"60170",-88.28,42.03
"60171",-87.83,41.92
"60172",-88.09,41.97
"60173",-88.04,42.05
"60174",-88.30,41.92
"60175",-88.39,41.94
"60176",-87.86,41.95
"60177",-88.30,41.99
"60178",-88.68,42.00
"60179",-88.22,42.07
"60180",-88.52,42.22
"60181",-87.97,41.87
"60183",-88.40,41.93
"60184",-88.25,41.95
"60185",-88.21,41.89
"60186",-88.21,41.88
"60187",-88.11,41.85
"60188",-88.12,41.91
"60189",-88.11,41.86
"60190",-88.15,41.86
"60191",-87.98,41.96
"60192",-88.21,42.06
"60193",-88.09,42.01
"60194",-88.12,42.04
"60195",-88.10,42.07
"60196",-88.04,42.06
"60197",-88.10,41.91
"60199",-88.10,41.91
"60201",-87.69,42.05
"60202",-87.68,42.03
"60203",-87.71,42.04
"60204",-87.68,42.04
"60208",-87.67,42.05
"60209",-87.67,42.04
"60301",-87.79,41.88
"60302",-87.78,41.89
"60303",-87.79,41.88
"60304",-87.78,41.87
"60305",-87.81,41.89
"60398",-87.87,41.93
"60399",-87.93,41.95
"60401",-87.60,41.34
"60402",-87.78,41.83
"60406",-87.68,41.65
"60407",-88.26,41.23
"60408",-88.21,41.24
"60409",-87.55,41.61
"60410",-88.19,41.41
"60411",-87.58,41.50
"60412",-87.63,41.50
"60415",-87.77,41.70
"60416",-88.28,41.29
"60417",-87.59,41.43
"60419",-87.59,41.62
"60420",-88.41,41.08
"60421",-88.08,41.42
"60422",-87.68,41.53
"60423",-87.84,41.47
"60424",-88.32,41.16
"60425",-87.60,41.54
"60426",-87.66,41.60
"60429",-87.68,41.57
"60430",-87.66,41.55
"60431",-88.20,41.51
"60432",-88.04,41.53
"60433",-88.04,41.49
"60434",-88.13,41.51
"60435",-88.12,41.55
"60436",-88.12,41.49
"60437",-88.55,41.15
"60438",-87.54,41.56
"60439",-87.97,41.67
"60440",-88.07,41.69
"60441",-88.05,41.59
"60442",-87.96,41.39
"60443",-87.75,41.50
"60444",-88.40,41.24
"60445",-87.73,41.63
"60446",-88.09,41.64
"60447",-88.31,41.49
"60448",-87.89,41.53
"60449",-87.77,41.41
"60450",-88.43,41.36
"60451",-87.96,41.50
"60452",-87.75,41.60
"60453",-87.75,41.71
"60454",-87.80,41.70
"60455",-87.80,41.73
"60456",-87.73,41.73
"60457",-87.83,41.72
"60458",-87.83,41.74
"60459",-87.76,41.74
"60460",-88.52,40.99
"60461",-87.69,41.51
"60462",-87.83,41.62
"60463",-87.78,41.65
"60464",-87.86,41.66
"60465",-87.83,41.69
"60466",-87.69,41.46
"60467",-87.88,41.60
"60468",-87.80,41.33
"60469",-87.68,41.62
"60470",-88.64,41.17
"60471",-87.72,41.47
"60472",-87.70,41.64
"60473",-87.60,41.59
"60474",-88.27,41.17
"60475",-87.63,41.47
"60476",-87.60,41.56
"60477",-87.79,41.56
"60478",-87.72,41.55
"60479",-88.52,41.23
"60480",-87.87,41.71
"60481",-88.11,41.29
"60482",-87.79,41.68
"60490",-88.14,41.67
"60491",-87.96,41.60
"60499",-87.78,41.75
"60501",-87.82,41.77
"60504",-88.25,41.76
"60505",-88.29,41.76
"60506",-88.37,41.76
"60507",-88.30,41.76
"60510",-88.32,41.84
"60511",-88.55,41.76
"60512",-88.42,41.70
"60513",-87.84,41.82
"60514",-87.95,41.79
"60515",-88.02,41.80
"60516",-88.01,41.76
"60517",-88.04,41.75
"60518",-88.91,41.59
"60519",-88.24,41.77
"60520",-88.65,41.77
"60521",-87.92,41.79
"60522",-87.95,41.84
"60523",-87.94,41.83
"60525",-87.86,41.78
"60526",-87.87,41.83
"60527",-87.93,41.74
"60530",-88.94,41.78
"60531",-88.78,41.61
"60532",-88.08,41.79
"60534",-87.82,41.81
"60536",-88.55,41.59
"60537",-88.59,41.56
"60538",-88.38,41.72
"60539",-88.33,41.82
"60540",-88.14,41.76
"60541",-88.51,41.51
"60542",-88.34,41.80
"60543",-88.32,41.66
"60544",-88.21,41.61
"60545",-88.53,41.67
"60546",-87.82,41.83
"60548",-88.63,41.64
"60549",-88.73,41.48
"60550",-88.87,41.77
"60551",-88.68,41.52
"60552",-88.69,41.65
"60553",-89.02,41.82
"60554",-88.46,41.78
"60555",-88.20,41.82
"60556",-88.77,41.75
"60557",-88.77,41.43
"60558",-87.90,41.80
"60559",-87.97,41.79
"60560",-88.43,41.60
"60561",-87.97,41.74
"60563",-88.17,41.79
"60564",-88.19,41.70
"60565",-88.12,41.73
"60566",-88.18,41.76
"60567",-88.18,41.76
"60568",-88.30,41.76
"60570",-87.90,41.84
"60572",-88.22,41.76
"60597",-88.22,41.76
"60598",-88.30,41.76
"60599",-88.22,41.76
"60601",-87.62,41.88
"60602",-87.62,41.88
"60603",-87.62,41.88
"60604",-87.62,41.87
"60605",-87.62,41.86
"60606",-87.63,41.88
"60607",-87.65,41.87
"60608",-87.67,41.84
"60609",-87.65,41.81
"60610",-87.63,41.90
"60611",-87.61,41.89
"60612",-87.68,41.88
"60613",-87.66,41.95
"60614",-87.65,41.92
"60615",-87.60,41.80
"60616",-87.62,41.84
"60617",-87.55,41.70
"60618",-87.70,41.94
"60619",-87.60,41.74
"60620",-87.65,41.73
"60621",-87.63,41.77
"60622",-87.67,41.90
"60623",-87.71,41.84
"60624",-87.72,41.88
"60625",-87.70,41.97
"60626",-87.66,42.00
"60628",-87.61,41.69
"60629",-87.71,41.77
"60630",-87.75,41.97
"60631",-87.81,41.99
"60632",-87.71,41.81
"60633",-87.55,41.65
"60634",-87.80,41.94
"60636",-87.66,41.77
"60637",-87.60,41.78
"60638",-87.77,41.78
"60639",-87.75,41.92
"60640",-87.66,41.97
"60641",-87.74,41.94
"60643",-87.66,41.69
"60644",-87.75,41.88
